,user_id,movie_id,rating,timestamp,gender,age,occupation,zip,title,genres
739082,2737,3618,3,973228915,M,25,3,50311,Small Time Crooks (2000),Comedy
440111,2507,592,4,974075857,M,25,4,94107,Batman (1989),Action|Adventure|Crime|Drama
431487,3771,3439,2,966181581,M,25,1,14982,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children's|Fantasy
187894,5367,1431,2,960505032,M,18,4,55344,Beverly Hills Ninja (1997),Action|Comedy
344372,4085,2469,4,965503317,F,25,6,79416,Peggy Sue Got Married (1986),Comedy|Romance
446093,5759,1276,5,959817946,F,25,1,08904,Cool Hand Luke (1967),Comedy|Drama
618956,4322,1092,3,965251597,F,50,6,75605,Basic Instinct (1992),Mystery|Thriller
223298,1216,2947,5,974841813,M,25,2,90292,Goldfinger (1964),Action
349527,4598,1997,3,964218635,F,35,3,48237,"Exorcist, The (1973)",Horror
716540,4579,2671,3,1003594047,F,18,4,63332,Notting Hill (1999),Comedy|Romance
949721,3997,3806,5,965578696,M,35,17,45255,MacKenna's Gold (1969),Western
775434,5271,1381,1,961141302,F,25,0,94110,Grease 2 (1982),Comedy|Musical|Romance
837885,4169,1949,5,971579277,M,50,0,66048,"Man for All Seasons, A (1966)",Drama
593792,3681,2707,5,966355937,M,25,7,29662,Arlington Road (1999),Thriller
310034,193,348,4,977021367,F,45,15,44106,Bullets Over Broadway (1994),Comedy
488434,2887,1020,3,972155764,M,25,3,66205,Cool Runnings (1993),Comedy
275207,5142,896,5,962043030,M,25,1,92101,Wild Reeds (1994),Drama
815113,2872,1183,3,973291509,M,25,20,94014,"English Patient, The (1996)",Drama|Romance|War
763400,3650,3426,4,966458761,M,25,0,60611,Jungle Fever (1991),Drama|Romance
250182,4404,800,5,965156586,M,25,1,57106,Lone Star (1996),Drama|Mystery
689716,4354,1258,5,965198870,M,35,14,78611,"Shining, The (1980)",Horror
412667,4093,1584,4,965422063,M,25,4,70806,Contact (1997),Drama|Sci-Fi
978248,3464,1399,4,967248158,F,25,14,78251,Marvin's Room (1996),Drama
357109,5492,1682,4,996697858,M,18,4,55104,"Truman Show, The (1998)",Drama
982693,4388,414,2,966142244,M,45,3,75074,"Air Up There, The (1994)",Comedy
378741,2223,337,3,975261452,M,25,2,60123,What's Eating Gilbert Grape (1993),Drama
865124,4697,2491,5,967577063,M,18,10,79605,Simply Irresistible (1999),Comedy|Romance
232563,2402,866,3,974259722,M,45,17,32024,Bound (1996),Crime|Drama|Romance|Thriller
359490,4308,2702,2,965261202,M,25,0,33702,Summer of Sam (1999),Drama
315135,4375,2908,3,965236463,F,25,5,40241,Boys Don't Cry (1999),Drama
547506,5000,2105,5,962596716,M,25,4,46254,Tron (1982),Action|Adventure|Fantasy|Sci-Fi
645140,1545,2527,2,974745663,M,25,20,20009,Westworld (1973),Action|Sci-Fi|Thriller|Western
611127,1726,70,3,974710747,M,25,2,60160,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller
492778,5605,351,3,959559555,F,18,2,95008,"Corrina, Corrina (1994)",Comedy|Drama|Romance
424562,1980,1252,4,1031534348,M,35,7,06460,Chinatown (1974),Film-Noir|Mystery|Thriller
678931,4663,2019,4,963866192,M,25,4,92037,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama
236033,2757,3793,3,980187704,M,25,2,10023,X-Men (2000),Action|Sci-Fi
378577,1050,337,3,974965372,M,25,1,97302,What's Eating Gilbert Grape (1993),Drama
207975,1748,3671,4,977483244,M,50,1,04240,Blazing Saddles (1974),Comedy|Western
521588,2012,539,3,974680274,M,25,4,49456,Sleepless in Seattle (1993),Comedy|Romance
749959,5636,1212,5,959141343,M,25,7,98102,"Third Man, The (1949)",Mystery|Thriller
880139,2012,1011,2,974678872,M,25,4,49456,Herbie Rides Again (1974),Adventure|Children's|Comedy
292475,721,16,3,975776265,F,35,9,97520,Casino (1995),Drama|Thriller
281054,5153,3100,3,961971044,M,25,7,60046,"River Runs Through It, A (1992)",Drama
981873,2063,27,4,996384910,M,25,4,43138,Now and Then (1995),Drama
575761,1125,2616,3,974924649,F,18,4,53715,Dick Tracy (1990),Action|Crime
721796,766,3210,3,975450274,F,25,7,95128,Fast Times at Ridgemont High (1982),Comedy
717648,2012,2249,3,974680500,M,25,4,49456,My Blue Heaven (1990),Comedy
950151,543,1996,4,976214129,M,25,5,55057,Poltergeist III (1988),Horror|Thriller
231348,5286,1392,3,961092057,M,45,16,97068,Citizen Ruth (1996),Comedy|Drama
264229,4323,1127,3,965250085,M,18,4,82072,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller
908409,4476,959,4,965058953,M,45,1,50588,Of Human Bondage (1934),Drama
581821,889,1479,1,975254403,M,45,20,10024,"Saint, The (1997)",Action|Romance|Thriller
61887,5621,647,2,1009183813,M,25,7,02135,Courage Under Fire (1996),Drama|War
579470,2060,10,4,974661217,M,1,1,48304,GoldenEye (1995),Action|Adventure|Thriller
253625,4203,3081,3,965321317,M,25,18,58270,Sleepy Hollow (1999),Horror|Romance
357441,2818,508,4,972669278,M,25,12,55106,Philadelphia (1993),Drama
487807,2421,3704,4,974238376,M,35,7,44306,Mad Max Beyond Thunderdome (1985),Action|Sci-Fi
993833,1096,1865,4,974929293,M,1,10,80439,Wild Man Blues (1998),Documentary
688021,3892,2990,2,969754552,M,25,20,91505,Licence to Kill (1989),Action
155428,3824,165,3,978124382,M,25,17,32308,Die Hard: With a Vengeance (1995),Action|Thriller
620131,2165,2701,3,974614083,M,25,7,32836,Wild Wild West (1999),Action|Sci-Fi|Western
79184,3512,1217,5,968162423,M,18,17,02140,Ran (1985),Drama|War
870206,3013,1083,3,1005072346,M,45,17,97124,"Great Race, The (1965)",Comedy|Musical
828552,3475,1086,4,1007794346,M,25,14,33133,Dial M for Murder (1954),Mystery|Thriller
763255,5493,719,2,959813837,M,35,12,96797,Multiplicity (1996),Comedy
665203,1884,1876,4,975648024,M,45,20,93108,Deep Impact (1998),Action|Drama|Sci-Fi|Thriller
919634,4418,1050,3,1018134759,F,50,0,02139,Looking for Richard (1996),Documentary|Drama
898849,678,436,3,989242367,M,25,0,34952,Color of Night (1994),Drama|Thriller
647066,5205,2455,4,961640583,M,25,1,02908,"Fly, The (1986)",Horror|Sci-Fi
314419,5345,1747,5,960672913,F,25,17,80003,Wag the Dog (1997),Comedy|Drama
506963,2638,62,3,973573109,M,25,14,06405,Mr. Holland's Opus (1995),Drama
914778,2994,1432,3,970709063,M,35,5,95008,Metro (1997),Action
75633,4476,1213,5,965059007,M,45,1,50588,GoodFellas (1990),Crime|Drama
849557,3434,3697,3,967335908,M,18,4,48867,Predator 2 (1990),Action|Sci-Fi|Thriller
551280,859,1676,4,975343785,M,25,12,10128,Starship Troopers (1997),Action|Adventure|Sci-Fi|War
718718,1705,3052,5,974709923,F,18,4,85033,Dogma (1999),Comedy
530684,4932,1215,3,962651582,M,25,7,63303,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi
735673,2244,3952,4,975281350,M,1,10,60565,"Contender, The (2000)",Drama|Thriller
430077,2406,587,5,974256809,F,56,12,01520,Ghost (1990),Comedy|Romance|Thriller
117714,2402,480,4,974261367,M,45,17,32024,Jurassic Park (1993),Action|Adventure|Sci-Fi
225273,3676,1240,4,966363252,F,35,12,48109,"Terminator, The (1984)",Action|Sci-Fi|Thriller
783313,5530,378,1,959994536,F,18,4,63141,Speechless (1994),Comedy|Romance
971874,3650,2597,3,966461163,M,25,0,60611,Lost & Found (1999),Comedy|Romance
856851,1780,3555,3,1020432050,M,35,1,22181,U-571 (2000),Action|Thriller
825469,3823,3733,4,965942494,M,56,7,93711,"Paper Chase, The (1973)",Drama
501763,5538,953,4,959559641,M,45,12,55102,It's a Wonderful Life (1946),Drama
909679,2185,3545,4,975365500,M,45,17,27502,Cabaret (1972),Musical|War
676570,5327,1499,1,961102709,M,25,7,55408,Anaconda (1997),Action|Adventure|Thriller
212479,1442,2081,1,974765412,M,18,2,12345,"Little Mermaid, The (1989)",Animation|Children's|Comedy|Musical|Romance
132443,781,736,1,975433749,M,18,4,95076,Twister (1996),Action|Adventure|Romance|Thriller
733257,2857,1267,4,972509087,M,25,0,10469,"Manchurian Candidate, The (1962)",Film-Noir|Thriller
905754,2679,2184,3,973402891,F,18,4,02143,"Trouble with Harry, The (1955)",Mystery|Thriller
381030,3295,1735,5,968058140,M,18,18,92123,Great Expectations (1998),Drama|Romance
202018,817,1378,3,975387642,M,18,4,41076,Young Guns (1988),Action|Comedy|Western
763291,687,3426,3,975692243,F,25,7,14136,Jungle Fever (1991),Drama|Romance
759857,3778,2352,4,966046366,M,25,0,61832,"Big Chill, The (1983)",Comedy|Drama
915792,3031,2435,1,970362584,M,18,4,48135,Hurlyburly (1998),Drama
811498,3032,2870,5,970347257,M,25,0,47303,Barefoot in the Park (1967),Comedy
826444,1861,3169,4,974697422,M,50,16,92129,"Falcon and the Snowman, The (1984)",Drama
104004,4310,589,5,966026574,M,25,4,57006,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller
161048,3513,457,5,966974989,M,25,16,01890,"Fugitive, The (1993)",Action|Thriller
450601,3115,316,3,969594921,M,35,17,48323,Stargate (1994),Action|Adventure|Sci-Fi
733672,6016,1267,4,963617517,M,45,1,37209,"Manchurian Candidate, The (1962)",Film-Noir|Thriller
513245,2148,2003,3,974623815,F,18,0,81301,Gremlins (1984),Comedy|Horror
239136,3281,47,4,968171241,M,25,17,79705,Seven (Se7en) (1995),Crime|Thriller
107825,1367,2858,5,974769618,M,25,12,53707,American Beauty (1999),Comedy|Drama
642413,4352,76,3,965227393,M,18,4,11010,Screamers (1995),Sci-Fi|Thriller
943933,1164,1755,2,1004486670,F,25,19,90020,Shooting Fish (1997),Romance
192924,1958,1291,5,974984084,F,25,1,17055,Indiana Jones and the Last Crusade (1989),Action|Adventure
853622,4285,2027,4,965282126,M,35,0,62704,Mafia! (1998),Comedy|Crime
437262,2504,1339,5,974084495,M,25,7,98115,Bram Stoker's Dracula (1992),Horror|Romance
419037,5636,1307,4,959052662,M,25,7,98102,When Harry Met Sally... (1989),Comedy|Romance
535541,4524,3254,2,964815552,M,25,2,55113,Wayne's World 2 (1993),Comedy
855267,2064,2537,1,974666536,M,35,1,01020,Beyond the Poseidon Adventure (1979),Adventure
557372,3471,2710,3,968032000,M,18,4,80302,"Blair Witch Project, The (1999)",Horror
787299,5011,3248,4,962637611,M,18,4,64154,Sister Act 2: Back in the Habit (1993),Comedy
672482,1941,1391,4,974854178,M,35,17,94550,Mars Attacks! (1996),Action|Comedy|Sci-Fi|War
477997,1019,916,4,975007950,M,35,1,60640,Roman Holiday (1953),Comedy|Romance
677616,4021,466,4,965522066,M,50,20,95236,Hot Shots! Part Deux (1993),Action|Comedy|War
609052,1457,1625,4,983498041,M,25,1,95472,"Game, The (1997)",Mystery|Thriller
921149,4373,1099,5,965183674,M,50,12,32920,"Christmas Carol, A (1938)",Drama
728848,520,3917,3,976228582,F,35,20,55104,Hellraiser (1987),Horror
902631,4647,561,4,963964856,M,35,20,80222,Killer (Bulletproof Heart) (1994),Thriller
293507,731,551,5,975508332,M,45,3,55410,"Nightmare Before Christmas, The (1993)",Children's|Comedy|Musical
440684,4867,592,4,962900930,M,25,16,04101,Batman (1989),Action|Adventure|Crime|Drama
216712,3396,1036,5,967484534,M,25,12,15217,Die Hard (1988),Action|Thriller
176172,2880,1968,4,989098336,M,18,12,55405,"Breakfast Club, The (1985)",Comedy|Drama
244242,2738,1617,5,973225098,F,50,2,22181,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
636453,5854,3576,3,958346639,M,45,7,33135,"Hidden, The (1987)",Action|Horror|Sci-Fi
736651,1077,2726,5,974998882,M,25,3,60660,"Killing, The (1956)",Crime|Film-Noir
401070,1712,529,4,1012112509,M,25,0,73003,Searching for Bobby Fischer (1993),Drama
233395,2724,2770,5,973272874,F,45,2,27514,Bowfinger (1999),Comedy
87708,13,1259,4,978202246,M,45,1,93304,Stand by Me (1986),Adventure|Comedy|Drama
638217,1899,942,4,979942921,F,45,6,02135,Laura (1944),Crime|Film-Noir|Mystery
527212,5980,971,4,956943981,M,56,1,42503,Cat on a Hot Tin Roof (1958),Drama
144114,23,2396,3,978465153,M,35,0,90049,Shakespeare in Love (1998),Comedy|Romance
982648,1958,414,3,994387597,F,25,1,17055,"Air Up There, The (1994)",Comedy
243471,711,1617,3,975539015,M,25,18,80521,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
819385,5626,1272,5,1005810605,M,56,16,32043,Patton (1970),Drama|War
544072,161,3198,4,977220749,M,45,16,98107-2117,Papillon (1973),Drama
384905,3020,25,4,1036709534,F,35,7,60302,Leaving Las Vegas (1995),Drama|Romance
861434,1671,1952,5,974710814,M,35,0,98368,Midnight Cowboy (1969),Drama
336726,4593,3685,3,964237551,F,45,1,43202,Prizzi's Honor (1985),Comedy|Drama|Romance
640669,2010,3300,4,974677459,M,18,4,81520,Pitch Black (2000),Action|Sci-Fi
364913,493,161,4,976216759,M,50,7,55016,Crimson Tide (1995),Drama|Thriller|War
574432,3058,3897,3,994104006,M,18,12,55123,Almost Famous (2000),Comedy|Drama
698320,1451,2782,3,1040975224,M,35,20,90012,Pit and the Pendulum (1961),Horror
585382,1244,3269,2,974847599,M,25,4,22030,Forever Young (1992),Adventure|Romance|Sci-Fi
143849,4448,1917,3,966362532,M,25,14,06880,Armageddon (1998),Action|Adventure|Sci-Fi|Thriller
376115,3682,111,5,966352889,F,50,1,10706,Taxi Driver (1976),Drama|Thriller
498096,1501,1042,5,974759948,M,25,11,75801,That Thing You Do! (1996),Comedy
513361,3365,2003,4,967664794,M,50,17,23059,Gremlins (1984),Comedy|Horror
948455,2962,2736,2,978980795,M,35,3,94109,Brighton Beach Memoirs (1986),Comedy
846548,3934,1963,3,965705725,M,25,0,44512,Take the Money and Run (1969),Comedy
495988,139,1104,3,977360895,F,25,20,45409,"Streetcar Named Desire, A (1951)",Drama
725362,4460,65,2,965074170,M,25,14,70005,Bio-Dome (1996),Comedy
162403,800,920,2,975401615,F,35,12,72032,Gone with the Wind (1939),Drama|Romance|War
418213,2547,1307,3,989459557,F,35,0,37920,When Harry Met Sally... (1989),Comedy|Romance
635344,4826,3638,3,962913503,M,45,12,55436,Moonraker (1979),Action|Romance|Sci-Fi
721518,4053,1037,1,965494041,M,25,18,36264,"Lawnmower Man, The (1992)",Action|Sci-Fi|Thriller
152431,613,1957,2,975811326,M,35,20,10562,Chariots of Fire (1981),Drama
247604,1680,3728,5,974713252,M,25,20,95380,One False Move (1991),Thriller
811543,4448,2870,4,966287282,M,25,14,06880,Barefoot in the Park (1967),Comedy
344464,5107,2469,4,962337055,F,45,0,08081,Peggy Sue Got Married (1986),Comedy|Romance
540446,2486,1080,5,974143893,M,18,12,98105,Monty Python's Life of Brian (1979),Comedy
573239,3180,3362,3,968800554,M,25,14,07430,Dog Day Afternoon (1975),Comedy|Crime|Drama
431353,721,3439,2,975545921,F,35,9,97520,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children's|Fantasy
553218,5321,2111,3,960862028,M,25,4,02457,"Man with Two Brains, The (1983)",Comedy
63019,5926,2194,3,957278088,F,50,7,65712,"Untouchables, The (1987)",Action|Crime|Drama
137076,2787,593,5,972966320,M,25,4,60614,"Silence of the Lambs, The (1991)",Drama|Thriller
999562,2665,3419,3,975508213,M,35,11,98443,Something for Everyone (1970),Comedy|Crime
240394,3334,2700,4,967844454,M,35,0,09142,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy
939702,1387,2102,3,974765510,F,50,13,94702,Steamboat Willie (1940),Animation|Children's|Comedy|Musical
683952,2376,3911,4,996671328,M,25,1,13210,Best in Show (2000),Comedy
934477,3058,2861,5,970592650,M,18,12,55123,For Love of the Game (1999),Comedy|Drama
497036,513,435,1,976219447,M,25,0,55119,Coneheads (1993),Comedy|Sci-Fi
890902,3827,1483,2,966128609,M,50,2,87020,Crash (1996),Drama|Thriller
653161,2041,2123,2,1015352769,F,25,20,24015,All Dogs Go to Heaven (1989),Animation|Children's
295664,699,1517,4,975558029,M,18,0,73505,Austin Powers: International Man of Mystery (1997),Comedy
69882,4829,2916,4,962908439,M,25,0,20008,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller
809867,5734,933,5,959892157,F,25,14,10022,To Catch a Thief (1955),Comedy|Romance|Thriller
684861,3483,1094,4,970213269,F,45,7,30260,"Crying Game, The (1992)",Drama|Romance|War
329462,4302,3072,5,965585590,M,50,1,45385,Moonstruck (1987),Comedy
604200,4274,1608,4,965301735,F,45,1,04258,Air Force One (1997),Action|Thriller
930774,1764,3946,5,974701453,M,18,0,75149,Get Carter (2000),Action|Drama|Thriller
126799,5161,2427,5,961909136,M,25,4,30052,"Thin Red Line, The (1998)",Action|Drama|War
915300,746,782,1,975470794,F,18,19,95019,"Fan, The (1996)",Thriller
274991,4446,968,5,965088605,M,18,18,60435,Night of the Living Dead (1968),Horror|Sci-Fi
14400,48,2918,4,978060880,M,25,4,92107,Ferris Bueller's Day Off (1986),Comedy
27680,4786,527,5,963000523,M,45,6,22630,Schindler's List (1993),Drama|War
729197,1194,2478,2,1036724861,F,25,1,95617,Three Amigos! (1986),Comedy|Western
533292,2841,541,5,972589830,M,50,12,98056,Blade Runner (1982),Film-Noir|Sci-Fi
622611,3246,2720,2,968310603,F,35,1,85258,Inspector Gadget (1999),Action|Adventure|Children's|Comedy
97639,3592,110,5,966642096,F,56,2,99701,Braveheart (1995),Action|Drama|War
64183,4224,648,4,965317617,F,45,1,48198,Mission: Impossible (1996),Action|Adventure|Mystery
981227,1448,2844,2,976554403,F,25,3,17522,"Minus Man, The (1999)",Drama|Mystery
367947,4088,1701,4,965431151,M,25,3,77057,Deconstructing Harry (1997),Comedy|Drama
583225,4725,60,3,963374505,M,35,5,96707-1321,"Indian in the Cupboard, The (1995)",Adventure|Children's|Fantasy
960407,581,1454,3,975966537,M,50,14,73543,SubUrbia (1997),Comedy
326694,4607,3717,3,992289435,M,25,0,27403,Gone in 60 Seconds (2000),Action|Crime
878531,3967,3615,3,965666829,F,18,2,13603,Dinosaur (2000),Animation|Children's
454261,537,750,5,976137076,M,45,14,07704,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War
717292,4186,910,4,965328723,M,25,7,33308,Some Like It Hot (1959),Comedy|Crime
529000,3361,2012,4,967685855,M,25,4,91790,Back to the Future Part III (1990),Comedy|Sci-Fi|Western
678811,3417,2019,5,967398249,F,18,2,14616,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama
485656,975,3701,3,975124625,M,35,0,98136,Alien Nation (1988),Crime|Drama|Sci-Fi
354778,1356,3425,1,974787960,F,18,4,91706,Mo' Better Blues (1990),Drama
763855,5961,2558,3,957025225,F,45,0,78757,Forces of Nature (1999),Comedy|Romance
39167,3304,2762,5,968006796,F,45,5,92649,"Sixth Sense, The (1999)",Thriller
609394,3756,1625,5,966103627,M,18,12,53188,"Game, The (1997)",Mystery|Thriller
631348,1206,2660,5,974843155,F,50,7,33764,"Thing From Another World, The (1951)",Sci-Fi
857463,631,2408,2,975779448,M,35,17,28601,Cocoon: The Return (1988),Comedy|Sci-Fi
677615,4014,466,5,965537778,M,25,0,48316-5601,Hot Shots! Part Deux (1993),Action|Comedy|War
152961,5569,1957,5,959309801,F,18,1,07666,Chariots of Fire (1981),Drama
339049,1051,2966,5,1013281080,F,25,0,60513,"Straight Story, The (1999)",Drama
280621,1088,3100,4,1032648503,F,1,10,98103,"River Runs Through It, A (1992)",Drama
922698,3641,2672,5,966484331,M,25,0,92008,"Thirteenth Floor, The (1999)",Drama|Sci-Fi|Thriller
647504,3313,2533,4,968098493,M,35,20,90292,Escape from the Planet of the Apes (1971),Action|Sci-Fi
571814,877,1665,3,975271666,M,25,0,90631,Bean (1997),Comedy
474366,5593,1374,5,959226513,M,50,16,90210,Star Trek: The Wrath of Khan (1982),Action|Adventure|Sci-Fi
112321,549,442,2,976470225,M,25,6,53217,Demolition Man (1993),Action|Sci-Fi
983709,3018,149,3,970519154,M,35,0,45242,Amateur (1994),Crime|Drama|Thriller
868370,5492,355,1,996711728,M,18,4,55104,"Flintstones, The (1994)",Children's|Comedy
776385,685,2906,2,975601441,M,25,4,27514,Random Hearts (1999),Drama|Romance
896723,2503,3550,4,974085525,M,35,17,19360,"Hunger, The (1983)",Horror
610113,3990,1702,3,965595357,M,25,16,17350,Flubber (1997),Children's|Comedy|Fantasy
908423,5643,959,1,958890330,F,35,1,84108,Of Human Bondage (1934),Drama
283754,4083,1500,4,965435813,M,56,14,92630,Grosse Pointe Blank (1997),Comedy|Crime
911575,524,1241,4,976164801,M,18,0,91320,Braindead (1992),Comedy|Horror
410650,386,3253,3,976303414,M,25,0,55408,Wayne's World (1992),Comedy
257674,1561,1554,4,1024171832,F,18,4,11214,"Pillow Book, The (1995)",Drama|Romance
21705,148,2321,4,977335378,M,50,17,57747,Pleasantville (1998),Comedy
274552,984,968,4,975118049,M,50,16,92129,Night of the Living Dead (1968),Horror|Sci-Fi
15689,5403,2918,5,960256514,M,1,10,59801,Ferris Bueller's Day Off (1986),Comedy
688416,3833,2991,5,972050964,M,25,1,68516,Live and Let Die (1973),Action
776568,5112,2906,1,962326539,M,35,13,89128,Random Hearts (1999),Drama|Romance
647945,4022,1301,4,965521000,M,35,14,53403,Forbidden Planet (1956),Sci-Fi
786691,1356,1713,1,974771771,F,18,4,91706,Mouse Hunt (1997),Children's|Comedy
695395,3934,1373,1,965703973,M,25,0,44512,Star Trek V: The Final Frontier (1989),Action|Adventure|Sci-Fi
490966,5387,858,4,961191150,F,25,1,45056,"Godfather, The (1972)",Action|Crime|Drama
824445,5472,2921,3,959890928,M,35,1,27909,High Plains Drifter (1972),Western
535225,543,3254,4,976215241,M,25,5,55057,Wayne's World 2 (1993),Comedy
610633,4217,2433,4,965317979,M,18,4,18042,"Civil Action, A (1998)",Drama
546995,1723,2105,2,974705903,M,35,17,60103,Tron (1982),Action|Adventure|Fantasy|Sci-Fi
553778,2067,2043,3,974659050,M,50,16,06430,Darby O'Gill and the Little People (1959),Adventure|Children's|Fantasy
460814,869,2161,5,975281256,M,18,20,92026,"NeverEnding Story, The (1984)",Adventure|Children's|Fantasy
901581,4592,611,1,964300684,M,18,4,66044,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi
480484,2454,1019,3,976309870,M,18,0,97005,"20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi
635027,2156,3638,3,974624870,M,18,19,55912,Moonraker (1979),Action|Romance|Sci-Fi
352440,1218,1221,4,975941020,M,56,15,13207,"Godfather: Part II, The (1974)",Action|Crime|Drama
312669,3391,1529,2,1042575817,M,18,4,48135,Nowhere (1997),Drama
775975,2383,852,3,974324822,F,25,14,95125,Tin Cup (1996),Comedy|Romance
311673,1150,562,3,974876445,F,25,20,75226,Welcome to the Dollhouse (1995),Comedy|Drama
84224,3453,1610,3,967239747,M,35,7,07981,"Hunt for Red October, The (1990)",Action|Thriller
973152,5493,2504,1,959813769,M,35,12,96797,200 Cigarettes (1999),Comedy|Drama
913688,1252,2130,4,1037299970,M,56,13,94134,Atlantic City (1980),Crime|Drama|Romance
498417,5056,1042,5,962488566,M,45,1,16673,That Thing You Do! (1996),Comedy
987630,1675,1382,1,975244554,F,25,6,97116,Marked for Death (1990),Action|Drama
233661,4451,2770,2,965086315,M,25,14,30101,Bowfinger (1999),Comedy
722898,4238,2413,4,965310362,M,35,16,44691,Clue (1985),Comedy|Mystery
682251,3993,3698,4,965593441,M,25,0,22015,"Running Man, The (1987)",Action|Adventure|Sci-Fi
811759,2665,3244,1,974737915,M,35,11,98443,"Goodbye Girl, The (1977)",Comedy|Romance
283457,2748,1500,5,973208307,M,25,4,85719,Grosse Pointe Blank (1997),Comedy|Crime
479257,3494,2826,4,967037929,M,25,1,28607,"13th Warrior, The (1999)",Action|Horror|Thriller
881171,5847,410,4,957791962,F,18,4,02464,Addams Family Values (1993),Comedy
18687,3051,2687,3,971603495,M,18,17,94063,Tarzan (1999),Animation|Children's
720751,5824,798,3,957966962,M,18,12,18052,Daylight (1996),Action|Adventure|Thriller
240526,3894,2700,4,965788423,M,35,16,02139,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy
854034,3511,258,4,966975162,M,50,0,88004,"Kid in King Arthur's Court, A (1995)",Adventure|Children's|Comedy|Fantasy|Romance
15785,5761,2918,5,982011740,M,25,20,90048,Ferris Bueller's Day Off (1986),Comedy
334700,5911,3536,4,957373546,F,25,17,80301,Keeping the Faith (2000),Comedy|Romance
856732,1246,3555,3,977197461,M,18,4,98225,U-571 (2000),Action|Thriller
110760,1484,1225,5,976833745,M,25,12,07054,Amadeus (1984),Drama
621661,3836,1911,4,965970018,F,50,8,84770,Doctor Dolittle (1998),Comedy
844556,93,172,4,977632898,M,25,17,95825,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller
172070,5858,1784,4,957717157,M,25,4,01002,As Good As It Gets (1997),Comedy|Drama
939769,3292,2102,4,968097539,F,50,6,79410,Steamboat Willie (1940),Animation|Children's|Comedy|Musical
825863,3311,2867,2,967958627,M,25,4,90039,Fright Night (1985),Comedy|Horror
869788,4168,469,5,965336557,F,45,6,37766,"House of the Spirits, The (1993)",Drama|Romance
838660,1051,3060,4,975111237,F,25,0,60513,"Commitments, The (1991)",Comedy|Drama
53018,1684,2028,4,974708300,M,18,3,85226,Saving Private Ryan (1998),Action|Drama|War
839971,5831,2919,4,957888425,M,25,1,92120,Year of Living Dangerously (1982),Drama|Romance
160507,1828,457,3,974701493,M,18,4,07030,"Fugitive, The (1993)",Action|Thriller
539543,3682,1220,5,966355070,F,50,1,10706,"Blues Brothers, The (1980)",Action|Comedy|Musical
524827,1548,3175,4,974742747,M,35,1,53703,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi
321809,1340,357,2,974785840,M,25,7,14302,Four Weddings and a Funeral (1994),Comedy|Romance
509606,4288,2000,5,965275735,F,25,9,46580,Lethal Weapon (1987),Action|Comedy|Crime|Drama
182551,1937,3421,3,974707063,M,25,11,92335,Animal House (1978),Comedy
509295,3432,2000,5,967337545,M,25,12,27410,Lethal Weapon (1987),Action|Comedy|Crime|Drama
994643,4227,1113,3,965320903,M,25,19,11414-2520,"Associate, The (1996)",Comedy
458866,1880,180,3,974699611,M,35,0,91006,Mallrats (1995),Comedy
323097,2124,36,5,974647337,M,25,0,12306,Dead Man Walking (1995),Drama
340340,1707,17,5,974876610,M,50,1,95070,Sense and Sensibility (1995),Drama|Romance
339075,1306,2966,4,1035105547,M,25,3,64068,"Straight Story, The (1999)",Drama
181324,1899,1247,4,974695332,F,45,6,02135,"Graduate, The (1967)",Drama|Romance
127238,1389,590,4,974766523,M,25,17,19801,Dances with Wolves (1990),Adventure|Drama|Western
786027,518,2875,4,980870836,F,35,12,75240,Sommersby (1993),Drama|Mystery|Romance
692230,5792,2064,5,1001013013,M,25,17,43201,Roger & Me (1989),Comedy|Documentary
331928,5163,2506,4,961903360,M,45,6,53216,"Other Sister, The (1999)",Comedy|Drama|Romance
224866,2559,1240,4,973990395,M,18,10,53207,"Terminator, The (1984)",Action|Sci-Fi|Thriller
833752,4312,2383,1,966462318,M,25,18,78757,Police Academy 6: City Under Siege (1989),Comedy
871126,5234,492,3,961448572,F,25,0,60657,Manhattan Murder Mystery (1993),Comedy|Mystery
591640,4041,2976,5,965504249,M,18,3,48005,Bringing Out the Dead (1999),Drama|Horror
718744,1853,3052,5,975019733,M,50,0,90803,Dogma (1999),Comedy
